id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3179826,A charming house on a dike!,16124101,Margo,,Noord-Oost,52.38677964,4.954623504,Entire home/apt,205,3,8,13/08/2016,0.25,1,107
3180391,B&B in 't Hooi,14547761,Ellen,,Noord-Oost,52.3965412,4.995015813,Entire home/apt,115,2,5,05/03/2017,0.15,1,297
15374358,"Peaceful, green Amsterdam house",31206472,Ali,,Noord-Oost,52.39049166,4.954518981,Entire home/apt,148,2,1,19/02/2017,0.7,1,19
12387233,Comfortable family vacation home,2939910,Camiel,,Noord-Oost,52.39701352,4.959170221,Entire home/apt,510,1,0,,,1,365
595898,Romantic houseboat in Amsterdam,2911119,Liesbeth,,Noord-Oost,52.37997565,4.970049351,Entire home/apt,100,2,54,02/04/2017,0.99,1,215
16772786,Stunning Houseboat in Amsterdam,111234610,Jessica,,Noord-Oost,52.37856,4.977385775,Entire home/apt,139,2,1,12/02/2017,0.6,1,82
1020573,Holiday house Skaap Amsterdam,5617764,Inge,,Noord-Oost,52.39652287,4.995234116,Entire home/apt,130,3,1,21/10/2013,0.02,1,254
5216536,Loft in parc in front of a pond ,9830464,Lotte,,Noord-Oost,52.39560915,4.934592034,Entire home/apt,112,2,33,19/03/2017,1.39,1,286
13664437,Great house at dyke with amazing garden by water,79441814,Jessica,,Noord-Oost,52.38686681,4.955770532,Entire home/apt,90,3,1,24/08/2016,0.14,1,0
3637400,Nice & cosy room close to the citycenter,9110671,Ana,,Noord-Oost,52.40266644,4.925218321,Private room,40,2,111,29/03/2017,5.22,1,216
13293783,Light and quiet room in a green neighborhood NORTH,36431663,Jasmijn,,Noord-Oost,52.39703678,4.933106953,Private room,75,2,0,,,1,0
15537309,10 minutes from central station,99956555,Touseef,,Noord-Oost,52.39316098,4.955759152,Shared room,30,1,5,18/11/2016,0.94,1,331
13145222,Family house with free parking on the street,73302134,Jolanda,,Noord-Oost,52.38311273,4.965958749,Entire home/apt,160,7,3,19/08/2016,0.38,1,22
9192196,Appartement the Watersnip,47687781,Greet,,Noord-Oost,52.4093926,4.961788398,Private room,70,7,11,27/11/2016,0.73,2,296
9474404,homey room for 1 or 2 persons,48059620,Aura,,Noord-Oost,52.39639712,4.953759806,Private room,38,2,42,19/03/2017,2.62,2,270
11015568,Cosy appartment near A'dam central,57151856,Oscar,,Noord-Oost,52.39868149,4.93662922,Entire home/apt,87,4,2,16/05/2016,0.18,1,0
13508105,Design Loft XL - Top End - 5 star,48703385,Tillan,,Noord-Oost,52.40742808,4.930222757,Entire home/apt,225,2,3,15/08/2016,0.32,91,40
12783817,"Clean, spacious room (24 m2) with a balcony",69573952,Masis,,Noord-Oost,52.40366362,4.945924942,Private room,49,2,5,05/03/2017,1.13,1,8
3346620,Amsterdam Apartment - Clean Quiet Safe 2,4013546,Xiong,,Noord-Oost,52.39951528,4.95164513,Private room,48,2,43,12/12/2016,1.28,2,274
16484437,Appartement Amsterdam noord,108232152,Brenda,,Noord-West,52.4066547,4.917705037,Entire home/apt,100,3,1,23/03/2017,0.33,1,92
3942085,Private room in Amsterdam,3684584,Florian,,Noord-West,52.42181738,4.887597928,Private room,35,2,45,16/02/2017,1.43,1,339
14302175,Treilerhof woning,87366858,Maakjeniet,,Noord-West,52.40650987,4.910256015,Entire home/apt,516,1,0,,,1,365
12959637,Big room Amsterdam oosterlengte,39517782,Fati,,Noord-West,52.40961688,4.924736909,Shared room,38,20,0,,,1,365
10601221,Cosy full house in calm area,54703257,Nikki,,Noord-West,52.41410904,4.892731981,Entire home/apt,100,3,0,,,1,0
11251439,"Cozy appartment, 77m2, free parking",19647281,Lindsy,,Noord-West,52.40344889,4.898706338,Entire home/apt,120,2,8,13/09/2016,0.65,1,0
13431496,Leuke gezinswoning met ruime tuin.,49017577,Jan-Willem,,Noord-West,52.41394822,4.91932299,Entire home/apt,130,5,3,02/01/2017,0.36,1,31
17196828,TOP FLOOR STUDIO SUNNY TERRACE FREE PARKING,78481598,Pauline,,Noord-West,52.40702224,4.91250582,Private room,99,2,1,26/03/2017,1,1,329
7036515,Amsterdam off the beaten track,33296083,Jorgen,,Noord-West,52.40522102,4.899754974,Entire home/apt,99,4,2,21/08/2016,0.26,1,91
13922948,Room with a view,64618288,Andra,,Noord-West,52.42196721,4.886573239,Private room,55,2,10,02/04/2017,1.16,3,338
16050056,Big delightfull spacious room in gorgeous home,15712909,Nima,,Noord-West,52.4104214,4.893002374,Private room,80,2,8,26/03/2017,1.89,3,158
2362966,Unique studio in old horse stables,12069700,Edwin,,Noord-West,52.42223217,4.890982225,Entire home/apt,100,2,32,27/03/2017,1.81,2,91
15526493,Sunny apartment near upcoming NDSM!,15823160,Julia,,Noord-West,52.40964679,4.892259353,Entire home/apt,115,2,5,22/01/2017,0.98,1,304
13330153,Big family house @ industrial wharf area Amsterdam,6828517,Emely,,Noord-West,52.407765,4.902479195,Entire home/apt,125,4,1,28/06/2016,0.11,1,9
5403090,Nice room with breakfast for 2 p.,6559278,Sandra,,Noord-West,52.42117111,4.90133171,Private room,55,2,45,19/02/2017,1.79,2,3
2888202,A charming Turkish Dutch house,14760430,Alper,,Noord-West,52.40201337,4.916676069,Entire home/apt,120,3,25,02/01/2017,0.71,1,354
17634538,Lente,119928241,Dave,,Noord-West,52.40964666,4.899892172,Private room,89,2,2,02/04/2017,2,1,41
916850,"Urban Villa, bright and spacious!",4922720,Angela,,Noord-West,52.40509479,4.903170414,Entire home/apt,255,2,27,24/03/2017,0.57,1,329
17488195,Lovely home with garden in Amsterdam!,67879490,Andrea,,Noord-West,52.41446126,4.892038174,Entire home/apt,98,2,1,26/03/2017,1,1,117
5312713,ROOM WITH GREAT VIEW OVER THE WATER,4781137,Joke En Gerard,,Noord-West,52.40557812,4.903993066,Private room,90,2,34,26/03/2017,1.4,2,255
10580323,Autonome woning,8482355,Sonja,,Noord-West,52.40376406,4.905372231,Private room,74,1,27,19/03/2017,1.93,1,38
15556436,Lovely bedroom in Amsterdam Noord,100149568,Maria,,Noord-West,52.41837418,4.892148598,Private room,50,1,7,02/04/2017,5.83,2,315
4284604,Beautiful Room In Amsterdam North,1138105,Eva,,Noord-West,52.40911298,4.901080544,Private room,80,2,15,12/02/2017,1.78,1,277
13025223,Family home with lovely garden,18104290,Nathalie,,Noord-West,52.41117881,4.886958873,Entire home/apt,99,3,3,10/08/2016,0.37,1,0
13859520,Charming family house with a nice garden,37109073,Nille,,Noord-West,52.4135946,4.909184695,Entire home/apt,149,3,1,12/07/2016,0.11,1,0
16372941,Beautiful apartment in the North of Amsterdam,107230919,Anne,,Noord-West,52.40755848,4.89879641,Entire home/apt,80,2,0,,,1,1
7306822,room for 2 person,38276545,Claudine,,Noord-West,52.40704104,4.915531065,Private room,65,2,47,01/01/2017,2.26,1,329
1833963,Private shower & Free Parking in Upcoming North!,9590018,The Old Bath House,,Noord-West,52.41650667,4.878918671,Private room,59,2,170,25/03/2017,4.09,2,59
5403528,Fijn huis in rustige buurt ,6559278,Sandra,,Noord-West,52.41965715,4.902989647,Entire home/apt,100,5,10,21/08/2016,0.44,2,3
17791932,"Convenient, Clean, Cute Studio!",50818509,Monique,,Noord-West,52.408475,4.917681838,Entire home/apt,85,2,0,,,1,17
8020016,"Fijne kamer, gratis parkeren!",30200994,Yanna,,Noord-West,52.40112586,4.912017924,Private room,52,1,109,24/03/2017,5.61,1,10
2056256,Family house in Amsterdam Noord,7415931,Maaike,,Noord-West,52.41012353,4.889259609,Entire home/apt,219,2,2,15/05/2016,0.18,1,355
15528234,Charming apartment  Free parking,83661537,Saguymi,,Noord-West,52.41375732,4.91931574,Entire home/apt,150,1,3,15/01/2017,0.57,1,155
10379281,Moderne woonark in stad en natuur,30781750,Saskia,,Noord-West,52.42101537,4.893610391,Entire home/apt,140,2,2,07/05/2016,0.16,1,205
4282686,The North is the Place to Be !,22233513,Jeroen,,Noord-West,52.40716003,4.914846037,Private room,62,2,138,31/03/2017,5.04,1,311
6546899,Lovely house - NDSM free parking,34245670,Martijn,,Noord-West,52.41505842,4.893954874,Entire home/apt,152,5,1,04/08/2015,0.05,1,0
17612492,Spacious house with 2 bedrooms + garden!!,84454553,Nico,,Noord-West,52.40855663,4.903914043,Entire home/apt,149,2,0,,,1,23
12081447,"Lovely house, very big garden.",64747831,Paul,,Noord-West,52.41396157,4.906329579,Entire home/apt,139,2,43,05/03/2017,4.01,1,91
7049460,Family house with garden NDSM,5689155,Lotte,,Noord-West,52.41468291,4.881594418,Entire home/apt,93,2,6,25/08/2016,0.29,1,1
12735515,Luxurious apartment in Amsterdam,69254532,Gerjan,,Noord-West,52.4180519,4.88181754,Private room,80,1,6,02/08/2016,0.53,1,322
9269326,Relax in Quiet Comfy Style,48146191,Francine,,Noord-West,52.42052256,4.89126598,Private room,55,2,20,30/12/2016,1.21,1,92
6811699,The Sailing Dutchman + 2 free bikes,11944049,Maik,,Noord-West,52.40951909,4.907795976,Private room,40,1,51,29/03/2017,2.62,11,309
10582829,Family-house near town ánd nature,25338916,Michelle,,Noord-West,52.41320534,4.908728654,Entire home/apt,165,8,1,10/08/2016,0.13,1,24
2531121,Authentic Fishing-Boat +2 free bikes,11944049,Maik,,Noord-West,52.40925486,4.907867623,Private room,49,1,85,18/12/2016,2.42,11,329
11522276,Family house,32947039,Joop,,Noord-West,52.40262393,4.908303639,Entire home/apt,230,3,5,06/08/2016,0.41,1,0
17251664,The Happy House,11969034,Raul,,Noord-West,52.40179822,4.9137609,Entire home/apt,100,4,0,,,11,24
12145761,Complete house with garden at trending NDSM!,2778326,Johan,,Noord-West,52.41529174,4.890980888,Entire home/apt,100,3,1,02/10/2016,0.16,1,0
9074767,Nice and quiet appartment!:),47328696,Rowan,,Noord-West,52.40171501,4.914017729,Entire home/apt,70,5,6,03/01/2017,0.63,1,12
17338579,Family House in Amsterdam,113800360,Loes,,Noord-West,52.41536719,4.890900177,Entire home/apt,95,5,0,,,1,51
1828391,"Great house, 10 min to Centre",9566467,Pien,,Noord-West,52.40346487,4.907951072,Entire home/apt,200,2,3,02/01/2017,0.39,1,147
6223768,Cozy gardenhouse in Amsterdam,32276005,Zita,,Noord-West,52.42005888,4.895374748,Private room,89,2,81,09/10/2016,3.47,1,240
8058674,The Dutch Lion at waterside + 2 free bikes,42564954,Maikel,,Noord-West,52.40914141,4.907978755,Private room,50,1,37,25/03/2017,1.98,4,327
3144955,Cosy Chicken Caravan + 2 free bikes,11944049,Maik,,Noord-West,52.41033528,4.907923518,Private room,40,1,90,02/03/2017,2.62,11,299
17093014,Clean & roomy close to Amsterdam City Center+WIFI,114647706,Altagracia,,Noord-West,52.40585821,4.914031241,Private room,23,2,11,27/03/2017,7.5,1,33
12206076,Charming house with big garden,2667494,Marcel,,Noord-West,52.41246356,4.907055591,Entire home/apt,179,3,0,,,1,21
8252909,Agua Room - FireJuice Amsterdam,3335546,Sonia,,Noord-West,52.42282699,4.892090239,Private room,70,1,29,02/04/2017,1.54,2,62
16774811,Rustige  gelijkvloerse hoekwoning.,109315614,Nico,,Noord-West,52.40841259,4.924517184,Entire home/apt,125,7,0,,,1,1
14832661,Modern Terracehouse,48703385,Tillan,,Noord-West,52.40182512,4.910823207,Entire home/apt,175,2,3,14/02/2017,0.64,91,79
874340,The Room Upstairs - Free parking,4615590,Marta,,Noord-West,52.42364739,4.887019218,Private room,60,1,256,30/03/2017,5.35,4,264
4257245,Room with living near NDSM,18404814,Audrey,,Noord-West,52.40672191,4.902280165,Private room,89,2,14,12/03/2017,0.71,1,336
5388929,"Amsterdam North, hip and happening",24180541,Liesbeth,,Noord-West,52.4106969,4.893964391,Private room,65,2,17,04/03/2017,0.84,1,320
17462676,Room in Amsterdam Noord,100149568,Maria,,Noord-West,52.41865798,4.890773719,Private room,56,1,1,02/04/2017,1,2,333
10725464,Sfeervol en ruim familiehuis,29582869,Wouter En Marjan,,Noord-West,52.41495148,4.889274329,Entire home/apt,190,7,1,16/08/2016,0.13,1,0
1103734,Entire apt in Amsterdam North,6061890,Valerie,,Noord-West,52.40463253,4.908588861,Entire home/apt,101,2,0,,,1,43
14054735,Unique apartment (110m2) in old cow stables,12069700,Edwin,,Noord-West,52.4213686,4.889920506,Entire home/apt,135,2,20,12/03/2017,2.76,2,91
15594816,Loft Style/ Private Bath Room/ Free Parking/ NDSM,9590018,The Old Bath House,,Noord-West,52.41293805,4.88637771,Private room,75,2,8,29/03/2017,1.49,2,26
1928474,"NDSM Amsterdam North, for families",9988208,Erik,,Noord-West,52.4089509,4.899948184,Entire home/apt,110,4,3,31/12/2016,0.1,1,124
2450025,Cozy houseboat near the NDSM & city centrum,5222532,Renée,,Noord-West,52.41045438,4.901443918,Entire home/apt,60,2,4,03/10/2016,0.61,1,0
9986641,Nice and modern appartment in North,51312033,Nicolas,,Noord-West,52.40344388,4.917353648,Private room,58,2,12,14/11/2016,0.84,1,0
15880053,Greenhaven Noord,82368415,Tanya,,Noord-West,52.41693315,4.896992908,Private room,54,1,11,28/03/2017,2.32,1,33
8378116,Dutch Flower House at waterside + 2 free bikes,42564954,Maikel,,Noord-West,52.41045347,4.90656453,Private room,60,1,53,28/03/2017,2.84,4,301
9366344,Charming Studio Amsterdam North,21406789,Eline,,Noord-West,52.41661306,4.883068346,Entire home/apt,84,3,15,01/01/2017,0.89,1,279
12776567,House nearby NDSM in Amsterdam,3844708,Michael En Danielle,,Noord-West,52.40959206,4.902468155,Entire home/apt,80,1,0,,,1,0
12839333,Beautiful green city cottage,4736257,Iva,,Noord-West,52.41518933,4.892400292,Entire home/apt,75,4,3,06/01/2017,0.36,1,0
15953085,Child friendly spacious house in Amsterdam North,17285554,Luuk,,Noord-West,52.4080607,4.905051734,Entire home/apt,150,2,1,02/01/2017,0.33,1,30
8385328,Beautiful dike house in Amsterdam,5290998,Klaartje,,Noord-West,52.40087899,4.92070898,Entire home/apt,175,2,3,05/01/2016,0.16,1,0
14609502,Private Studio Deluxe+Private Bathroom and Toilet,90658584,Ria,,Noord-West,52.40591028,4.910844797,Private room,60,2,29,02/04/2017,4.12,1,137
12120837,Spacious room near Amsterdam Central,64618288,Andra,,Noord-West,52.42343234,4.88500001,Private room,60,2,9,21/03/2017,0.82,3,327
13035842,Nice room in quiet and green location,72066526,Wenda,,Noord-West,52.40631459,4.922417798,Private room,63,1,18,11/03/2017,1.75,1,122
3568357,Spacious and light A'dam apartment,14837629,Simone,,Noord-West,52.40404202,4.900853957,Entire home/apt,75,2,22,09/07/2016,0.7,1,0
6022379,Be Home in Amsterdam Noord +parking,10507416,Reto & Tania,,Noord-West,52.40854715,4.901864311,Entire home/apt,115,1,23,29/01/2017,1.02,1,0
1155432,Luxury houseboat Amsterdam canal I,6331960,Joost,,Noord-West,52.40687755,4.905288036,Entire home/apt,75,3,31,15/01/2017,0.69,1,86
17886196,Studio w. great view,10278973,Nimca,,Noord-West,52.41501023,4.907021883,Entire home/apt,85,2,0,,,1,72
6392669,Vrijstaand huis in Amsterdam!,17417943,Marieke,,Noord-West,52.41662669,4.904633162,Entire home/apt,120,2,3,06/03/2017,0.15,1,3
17613852,Cool Red Fire Truck at waterside,11944049,Maik,,Noord-West,52.40985901,4.906892384,Private room,50,1,0,,,11,288
3700218,"Picturesque, quiet, free parking",18823161,Marion,,Noord-West,52.41644882,4.899884972,Private room,70,2,92,09/10/2016,2.85,1,91
12141525,Shroom Room - FireJuice Amsterdam,3335546,Sonia,,Noord-West,52.42425514,4.891527303,Private room,70,1,33,02/04/2017,2.77,2,49
11460770,Comfortable 2 person room in gorgeous home,15712909,Nima,,Noord-West,52.4108091,4.893753774,Private room,65,2,33,26/03/2017,2.68,3,151
3582360,Big room with garden in quiet neighborhood!!,18043518,Sophia,,Noord-West,52.4083004,4.891539891,Private room,80,2,0,,,1,0
16625355,"Big house close to NDSM, 2 cats",29268751,Anneke,,Noord-West,52.40827908,4.903919692,Entire home/apt,103,1,2,05/03/2017,1.4,1,4
15869981,Designer houseboat (170m2) near city centre,7501252,Nina & Remy,,Noord-West,52.41000713,4.90242348,Entire home/apt,269,2,0,,,1,47
15581428,Big family house with garden in Amsterdam North,27170337,Ilka & Bart,,Noord-West,52.42043138,4.894810168,Entire home/apt,195,4,0,,,1,205
9424671,Hist. Monument 15min from Centr. St,14623757,Martine,,Noord-West,52.41409866,4.906474718,Entire home/apt,149,2,60,01/03/2017,3.68,1,61
6770259,Private & stylish garden guesthouse,15756422,Marijke,,Noord-West,52.41745841,4.899786571,Entire home/apt,110,3,5,01/04/2016,0.23,1,160
2013595,Cozy little house in trendy north,10358685,Annette,,Noord-West,52.41436958,4.89003277,Entire home/apt,99,3,4,11/02/2017,0.26,1,0
13924621,Great place in the North of Amsterdam,82691777,Amanda,,Noord-West,52.42088591,4.891997523,Entire home/apt,120,13,0,,,1,0
2829905,Simple room FREE PARKING & WIFI,9849176,Flow & Dan,,Noord-West,52.41089573,4.895938812,Private room,50,2,46,28/08/2016,1.28,1,178
17643789,The Rooms Up & Downstairs - Free parking,4615590,Marta,,Noord-West,52.42332129,4.887407591,Private room,120,2,0,,,4,248
2797128,Big family house-10 min. center,6945968,Wouter,,Noord-West,52.40674747,4.92341411,Entire home/apt,120,2,3,07/08/2015,0.13,1,210
7512251,Amsterdam hotspot with free parking,12693120,Elles,,Noord-West,52.40242493,4.913631664,Entire home/apt,100,3,1,19/09/2015,0.05,2,0
9949257,Familyhouse in garden village,51129013,Emmy,,Noord-West,52.41576682,4.884025153,Entire home/apt,95,3,10,24/10/2016,0.71,1,128
17115250,Welcome in your holiday home,4138443,Roos,,Noord-West,52.40790418,4.900980665,Entire home/apt,195,7,0,,,1,129
2144308,"Light apartment, free parking",10945099,Jeanine,,Noord-West,52.41302076,4.919057963,Entire home/apt,85,2,1,12/03/2017,1,1,3
1064499,Apartment Amsterdam with garden,5858811,Karine,,Noord-West,52.404055,4.909359639,Entire home/apt,50,7,2,27/08/2016,0.1,1,121
9358665,Private room in familyhome,30085493,Erwin,,Noord-West,52.40216585,4.912873894,Private room,65,1,25,11/03/2017,1.63,1,207
13314104,Spacious room for rent in Amsterdam-Noord,75134548,Mariusz,,Noord-West,52.41006763,4.92181621,Private room,45,3,2,30/06/2016,0.21,1,0
17901606,Renovated studio close to the city center.,122664999,Martina,,Noord-West,52.4057517,4.915742914,Entire home/apt,125,2,0,,,1,63
13611328,Quiet room in cozy apartment at upcoming Noord,78784301,Verena,,Noord-West,52.40431897,4.909680706,Private room,35,1,17,05/02/2017,1.92,1,0
6344463,Volledig Appartement te Amsterdam,33043121,Gulsen,,Noord-West,52.42002644,4.88875615,Entire home/apt,170,1,24,07/08/2016,1.05,1,327
6963313,A ROOM WITH A VIEW (OVER THE WATER),4781137,Joke En Gerard,,Noord-West,52.40380141,4.901146838,Private room,65,1,15,28/11/2016,0.7,2,255
15048686,An oasis of tranquility 15 min away from Central!,6936464,Gustavo,,Noord-West,52.41406435,4.894458923,Private room,45,1,3,30/12/2016,0.49,1,0
11943431,Comfortable House for Family with Small Children,63767139,Thijs,,Noord-West,52.40770176,4.905362239,Entire home/apt,95,7,1,11/08/2016,0.13,1,0
3385173,Spacious new house near city centre,17078793,Ilja,,Noord-West,52.4092661,4.908158404,Entire home/apt,251,2,31,26/03/2017,0.95,1,249
10823505,Gezinswoning met 4 slaapkamers,56041576,Henkjan,,Noord-West,52.40845654,4.906027978,Entire home/apt,120,4,9,22/08/2016,0.68,1,91
15577083,"Spacious house in a green, quiet neighbourhood.",3601645,Ivar,,Noord-West,52.41341112,4.881525819,Entire home/apt,120,5,0,,,1,0
13711578,Historical 1934 Family Home,11969034,Raul,,Noord-West,52.40182627,4.914041227,Entire home/apt,134,6,4,07/01/2017,0.46,11,5
4630306,Bright and cosy house,17314787,Eva,,Noord-West,52.41703034,4.882220657,Entire home/apt,75,2,7,26/03/2017,0.31,1,120
4208249,Groundfloor apartment with garden,10892406,Miluska,,Noord-West,52.40939641,4.90238907,Private room,74,2,36,22/05/2016,1.2,1,35
14896223,Little Cabin Boat + free bike,11944049,Maik,,Noord-West,52.41067423,4.906661434,Private room,35,2,2,17/10/2016,0.3,11,342
16893553,Charming and peaceful houseboat,8937500,Melanie,,Noord-West,52.41327718,4.904004484,Entire home/apt,160,3,0,,,1,70
17114506,Lovely house in the north side of Amsterdam,22398885,Marcel,,Noord-West,52.40453457,4.915352647,Entire home/apt,119,1,4,13/03/2017,2.14,1,37
13132427,Spacious family house (15 min from city center),73142277,Maike & Marc,,Noord-West,52.40247834,4.907594001,Entire home/apt,175,4,1,23/07/2016,0.12,1,0
14339440,Guest room close to Centre Station,50799724,Xuhui,,Noord-West,52.40431658,4.909595046,Private room,59,1,46,28/03/2017,5.82,1,316
6834902,Cosy house in classic GardenVillage,4446371,Edwin,,Noord-West,52.40943002,4.889236809,Entire home/apt,124,1,11,23/10/2016,0.52,1,0
13012178,Beautiful house close to Amsterdam City Centre,15430323,Pyrola,,Noord-West,52.40267311,4.908896114,Entire home/apt,220,3,10,26/02/2017,1,1,4
2910674,Uniek gelegen familiehuis,14870124,Sandra,,Noord-West,52.4183884,4.903857461,Entire home/apt,150,3,10,27/02/2017,0.43,1,10
9708720,Sunny and spacious house + garden!,13123877,Miriam,,Noord-West,52.4066511,4.893159845,Entire home/apt,99,1,7,19/03/2017,0.57,2,4
9708704,"Comfortable, warm, light room +bike",13123877,Miriam,,Noord-West,52.40830635,4.89296077,Private room,49,1,5,18/11/2016,0.35,2,148
12296697,Big houseboat in Amsterdam with garden,26281733,Maarten,,Noord-West,52.4044271,4.903896708,Entire home/apt,169,7,3,04/01/2017,0.38,1,92
13649201,Lovely house in calm area + garden + free parking,79246996,Annette,,Noord-West,52.41813045,4.902587733,Entire home/apt,80,2,1,03/08/2016,0.12,1,0
3819951,Cosy& new Home -Amsterdam NDSM area,6971809,Dorien,,Noord-West,52.40550397,4.901622415,Entire home/apt,105,3,2,28/06/2015,0.09,1,0
16364432,Private room incl bicycles,6854101,Maartje,,Noord-West,52.41952191,4.88190324,Private room,52,2,5,12/02/2017,1.44,1,31
14853175,Quiet room with free auto parking,92986064,Liliana,,Noord-West,52.41012535,4.92465243,Private room,37,2,28,12/03/2017,4.16,1,19
13836784,Houseboat Amsterdam North,517215,Niels En Viv (Welcome Back),,Noord-West,52.40918336,4.900973652,Entire home/apt,195,3,0,,,50,33
11938685,"Cozy, quiet room w/yard & Jacuzzi",27570169,Valeria,,Noord-West,52.41398245,4.882734721,Private room,49,1,23,12/02/2017,1.86,1,23
13737217,"Circus wagon with great view, bikes, free parking",21403022,Dirk-Jan En Joan,,Noord-West,52.417267,4.900819812,Entire home/apt,70,3,11,28/02/2017,1.25,1,301
1291054,The Room Downstairs - Free parking,4615590,Marta,,Noord-West,52.4234977,4.888058687,Private room,60,1,233,22/03/2017,5.14,4,278
3492869,Charming little red-brick house,11198361,Maaike,,Noord-West,52.41343349,4.884816667,Entire home/apt,99,3,20,14/08/2016,0.61,1,249
12977660,Modern 30's house NDSM Amsterdam,71438263,Daan,,Noord-West,52.41174996,4.888012589,Entire home/apt,75,2,1,02/10/2016,0.16,1,0
8921549,The green Hornet at waterside + 2 free bikes,42564954,Maikel,,Noord-West,52.41014589,4.906922814,Private room,56,1,37,26/03/2017,2.2,4,327
5223111,B & B organic room with a green view in Amsterdam,11117054,Edmee,,Noord-West,52.41727664,4.905429269,Private room,75,2,79,20/03/2017,3.08,1,311
6212033,Beautiful luxurious Loft,8236804,Elien,,Noord-West,52.40831266,4.90483041,Entire home/apt,95,3,37,20/03/2017,1.62,2,21
13723534,Nice spacious house with garden in Amsterdam,80227124,Hayet,,Noord-West,52.42097097,4.905993007,Entire home/apt,100,7,2,09/08/2016,0.24,1,0
15640161,"Comfy Queen size bed, free parking, 65 m2 space",16452476,Richard,,Noord-West,52.41148645,4.896760543,Entire home/apt,90,3,10,27/03/2017,2.14,1,10
2338618,Vintage Camper with waterview + 2 free bikes,11944049,Maik,,Noord-West,52.40993379,4.906505032,Private room,40,1,116,28/03/2017,3.26,11,303
13836709,Moderne and Arty Space in Amsterdam North,21866990,Berith,,Noord-West,52.40584149,4.915670664,Private room,55,2,20,30/03/2017,3.39,1,104
15640146,Comfortable appartment close to city centre,100616941,Matthijs,,Noord-West,52.41925111,4.888023751,Entire home/apt,80,4,0,,,1,190
11558669,Beautiful Houseboat with Big Garden,1937861,Guy&Bianca,,Noord-West,52.41058953,4.90486332,Entire home/apt,150,5,1,08/03/2016,0.08,1,0
4278312,Delightfull spacious room in gorgeous home,15712909,Nima,,Noord-West,52.41277998,4.893505581,Private room,80,2,35,26/03/2017,2.77,3,148
6429875,Spacious house for family / friends,8236804,Elien,,Noord-West,52.40711687,4.904136249,Entire home/apt,155,2,2,15/01/2017,0.13,2,35
17245735,"House & garden, 15 min city centre, free parking",116205357,Kitty,,Noord-West,52.40932147,4.925786927,Entire home/apt,120,5,0,,,1,28
6828574,"House with garden, 15 min downtown.",35770841,Elin,,Noord-West,52.41419843,4.884270496,Entire home/apt,77,2,7,26/02/2017,0.35,1,0
8840817,Cute Caravan at waterside + 2 free bikes,11944049,Maik,,Noord-West,52.41062742,4.906330491,Private room,40,1,38,19/03/2017,2.2,11,310
11615233,Gorgeous dike house close to centre,61498331,Paulien,,Noord-West,52.40110264,4.919737751,Entire home/apt,150,3,1,08/08/2016,0.13,1,0
15076339,Friendly and artistic home,93480630,Yannick,,Noord-West,52.4086015,4.922094494,Shared room,23,1,1,17/09/2016,0.15,1,0
7456687,Family-house Amsterdam Noord ,16454384,Roos,,Noord-West,52.41185689,4.888463633,Entire home/apt,114,3,15,03/10/2016,0.74,1,0
2735075,A dike house with view on a pasture,6253175,Karin,,Noord-West,52.41449447,4.907188024,Entire home/apt,180,1,31,13/09/2016,0.87,1,8
8320288,Apartment Amsterdam free parking 0$ cleaning fee,7613098,Jacqueline,,Noord-West,52.4148021,4.891451441,Private room,80,2,10,30/01/2017,1.49,1,96
14531477,Spacious house near city centre,7369637,Robin,,Noord-West,52.4088234,4.902371862,Entire home/apt,95,3,2,11/10/2016,0.34,1,154
6300592,Double Room New Centraal,2336797,Adam,,Noord-West,52.41038784,4.903457694,Private room,60,3,1,19/05/2015,0.04,1,0
13671821,"A romantic, comfortable sailing boat",5203922,Arjen & Lisa,,Noord-West,52.403278,4.899350019,Entire home/apt,95,2,9,19/09/2016,0.99,1,41
16462649,Amsterdam - beautiful detached house,15854712,Katjo,,Noord-West,52.41183534,4.907621591,Entire home/apt,325,3,0,,,1,32
13649696,Big apartment with balcony and great canal view,19188471,Philippe,,Noord-West,52.41117754,4.918309125,Private room,40,1,2,31/10/2016,0.34,1,0
6764225,"Ruim huis op 10 min v centrum, gratis parkeren",35410949,Sicco,,Noord-West,52.40797633,4.924839884,Entire home/apt,139,5,1,05/08/2016,0.12,1,0
13278086,"Quiet, spacious house close to NDSM & City-Centre",65558995,Willem,,Noord-West,52.40728913,4.903704471,Entire home/apt,100,2,3,29/08/2016,0.31,1,0
8648283,2 bedroom house,21159380,Janneke,,Noord-West,52.42498037,4.886368481,Entire home/apt,195,3,1,02/01/2016,0.07,1,0
16425793,Floating Dream House,10776192,Daniel,,Noord-West,52.40988567,4.900640806,Entire home/apt,150,2,0,,,1,1
1383297,Family home + garden - Free Parking,4615590,Marta,,Noord-West,52.4242753,4.887210761,Entire home/apt,350,2,2,28/08/2016,0.19,4,248
4961851,Spacious and Cozy Apartment,25578633,Benjamin,,Noord-West,52.40656949,4.908171581,Entire home/apt,112,2,85,29/03/2017,3.32,1,291
17548349,Bright and light city apartment,119067315,Richard,,Noord-West,52.41689204,4.885161524,Entire home/apt,95,2,2,26/03/2017,2,1,26
