id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15693954,Amstel 2-Bedroom Apartment B,9302267,Short Stay Group,,De Pijp - Rivierenbuurt,52.34816026,4.911413624,Entire home/apt,180,7,0,,,18,336
12548328,Appartement 5 minutes walk to RAI!,68009301,Marijn,,De Pijp - Rivierenbuurt,52.3459307,4.898578366,Entire home/apt,250,1,0,,,1,364
15985503,lovely spacious apartment De Pijp,56020810,Kas,,De Pijp - Rivierenbuurt,52.34777911,4.901399724,Entire home/apt,119,1,1,28/12/2016,0.31,3,0
716065,Beautifull apartment nearby RAI ,675326,Josephine,,De Pijp - Rivierenbuurt,52.343863,4.891790829,Entire home/apt,175,4,8,12/09/2016,0.15,1,266
7173886,Luxurious Appartment in Pijp Area,26624234,Veronique,,De Pijp - Rivierenbuurt,52.35193097,4.887932052,Entire home/apt,129,1,27,28/03/2017,1.36,1,1
1096999,River view city center Amsterdam,3248067,Lisca,,De Pijp - Rivierenbuurt,52.35703655,4.903705277,Private room,120,2,12,04/03/2017,0.71,1,305
11689351,Nice apartment in Amsterdam!,62104010,Ziggy,,De Pijp - Rivierenbuurt,52.35677056,4.88774593,Entire home/apt,100,2,5,09/10/2016,0.5,1,69
2860252,Bright and modern 3 bedroom apt,14622888,Eveline,,De Pijp - Rivierenbuurt,52.34647124,4.8918396,Entire home/apt,190,1,5,13/09/2016,0.15,1,29
17819823,Nice family home near Rai conference center,121825175,Jackie,,De Pijp - Rivierenbuurt,52.3447416,4.89844056,Entire home/apt,139,3,0,,,1,125
5088966,Cozy Appartment in Amsterdam,24697811,Sander,,De Pijp - Rivierenbuurt,52.34959433,4.888122976,Entire home/apt,130,2,11,02/10/2016,0.42,1,0
17835717,Cozy apartment in de Pijp,99354204,Daniella,,De Pijp - Rivierenbuurt,52.35209633,4.891797528,Entire home/apt,85,2,0,,,2,3
14560027,Lovely decorated apartment next to RAI in South,90174143,Lucie,,De Pijp - Rivierenbuurt,52.34481202,4.8909143,Entire home/apt,125,2,5,17/11/2016,0.71,1,22
5859475,Romantic appartment with garden,28350230,Nathalie,,De Pijp - Rivierenbuurt,52.34507384,4.909100511,Entire home/apt,130,3,7,30/05/2016,0.37,1,0
17197201,Warm & new 1BD apartment near Albert Cuyp  | 2P,115774358,Akanksha,,De Pijp - Rivierenbuurt,52.35134352,4.893589496,Entire home/apt,100,2,0,,,1,11
15755398,Stylish luxury apartment in centre of Amsterdam,20390133,Matthijs,,De Pijp - Rivierenbuurt,52.35062695,4.899682463,Entire home/apt,200,1,0,,,1,102
6068665,Spacious appartment in old school,31501610,Jaap,,De Pijp - Rivierenbuurt,52.34663434,4.89775038,Entire home/apt,120,3,3,10/02/2017,0.13,1,0
11246076,Spacious family house with garden,58664592,Dennis,,De Pijp - Rivierenbuurt,52.34600311,4.888099675,Entire home/apt,250,1,0,,,1,0
14837845,Familie huis is Amsterdam zuid,14803578,Mirjam,,De Pijp - Rivierenbuurt,52.3398156,4.898126462,Entire home/apt,250,2,4,30/12/2016,0.66,1,241
16345162,Bright Master Bedroom in popular De Pijp,1777929,Janine,,De Pijp - Rivierenbuurt,52.35581648,4.888880045,Private room,65,1,9,01/04/2017,3.1,2,2
16116438,"Organic, community house: Toko Coco",78690716,Zira,,De Pijp - Rivierenbuurt,52.35229797,4.906852452,Private room,44,2,10,24/03/2017,2.7,1,16
17427136,NEW Bohemian style suite in trendy De Pijp area,95384914,Cameron,,De Pijp - Rivierenbuurt,52.35523876,4.901224791,Private room,80,1,3,25/03/2017,2.43,1,53
13953719,Bright and spacious apartment @ Albert Cuyp market,83082300,Daniel,,De Pijp - Rivierenbuurt,52.35677798,4.899509161,Entire home/apt,120,2,3,07/08/2016,0.35,1,0
1731246,Unique apartment in Amsterdam,9121131,Bastiaan,,De Pijp - Rivierenbuurt,52.354152,4.891664407,Entire home/apt,215,2,23,01/01/2017,0.64,1,48
15432761,Bright apartment at the Pijp close to Museumsquare,76382575,Franco,,De Pijp - Rivierenbuurt,52.35184064,4.88669568,Entire home/apt,130,2,4,20/11/2016,0.74,1,0
13966282,Bright Ground Floor Apartment with Garden in Pijp,2643206,Laura,,De Pijp - Rivierenbuurt,52.35559002,4.903677875,Entire home/apt,125,2,9,22/12/2016,1.3,1,0
1436284,Cosy 2 Floor Apt in Centre,7716961,Mojca,,De Pijp - Rivierenbuurt,52.35618478,4.897601049,Entire home/apt,110,3,65,31/10/2016,1.64,1,1
2173348,Nice Apartment Amsterdam Centre RAI,11087343,Rick,,De Pijp - Rivierenbuurt,52.34664668,4.894652978,Entire home/apt,110,25,16,30/01/2016,0.45,1,91
9661027,Bright city-apartment with balcony,49922744,Nicole,,De Pijp - Rivierenbuurt,52.35654049,4.894427907,Entire home/apt,100,2,0,,,1,0
13595298,Cosy and Stylish Home in City Centre,8000014,Renee,,De Pijp - Rivierenbuurt,52.35723714,4.895344489,Entire home/apt,140,4,1,12/09/2016,0.15,1,0
8775746,Spacious Apartment near RAI/Pijp,26777432,Eric,,De Pijp - Rivierenbuurt,52.34730943,4.890592777,Entire home/apt,100,2,18,10/01/2017,1.38,1,50
5400635,Lovely apartment near Albert Cuyp,13947302,Marijke,,De Pijp - Rivierenbuurt,52.35207804,4.887841592,Entire home/apt,100,2,8,12/10/2016,0.4,1,0
17557553,Cosy apartment in the heart of A'dam,133449,Ray,,De Pijp - Rivierenbuurt,52.35857179,4.889655823,Entire home/apt,95,5,0,,,1,34
1367385,Brand new apartment with view over Amstel river,7418566,Edwin,,De Pijp - Rivierenbuurt,52.35368455,4.90676618,Entire home/apt,139,4,8,21/03/2017,2.61,1,0
8513567,"Amsterdam Rose, charming, quiet Studio in the Pijp",2540184,Hellen,,De Pijp - Rivierenbuurt,52.35339828,4.907621987,Private room,89,3,23,20/03/2017,4.16,1,248
17033254,super homey house in A'dam South Area!,84453740,Zander,,De Pijp - Rivierenbuurt,52.3459758,4.907376333,Entire home/apt,79,2,1,30/03/2017,1,31,0
7729814,Heavenly hideaway in the city's most popular area,12464627,Rosa,,De Pijp - Rivierenbuurt,52.35444403,4.892790979,Entire home/apt,160,1,15,26/03/2017,0.76,1,103
13756431,A Quiet Room Close to Centre Overlooking a Garden,54827669,Wouter,,De Pijp - Rivierenbuurt,52.3522177,4.908386356,Private room,63,2,36,01/11/2016,3.99,3,0
16246808,LOVELY A'dam apt. for two!,84453740,Zander,,De Pijp - Rivierenbuurt,52.35582748,4.902011249,Entire home/apt,79,2,8,20/01/2017,2.26,31,1
13723655,Lovely 1 bedroom app PRIVATE in Amsterdam,5087280,Cyrelle,,De Pijp - Rivierenbuurt,52.3418619,4.910742239,Entire home/apt,110,2,1,12/09/2016,0.15,1,0
10984291,Beautiful styled room with kitchen,46012775,Ruben,,De Pijp - Rivierenbuurt,52.35774892,4.899960173,Private room,75,2,62,20/03/2017,4.86,2,270
12314602,Simple sleeping place de Pijp,31766654,Thomas,,De Pijp - Rivierenbuurt,52.34997371,4.899610035,Shared room,40,1,11,30/07/2016,0.96,1,0
1986895,Luxurious 170m2 appartment de Pijp,1329775,Eva,,De Pijp - Rivierenbuurt,52.35564669,4.904870351,Private room,150,7,1,04/01/2014,0.03,1,0
13723605,Lovely renovated ground floor apt,26302846,Cyril,,De Pijp - Rivierenbuurt,52.34091968,4.899496054,Entire home/apt,125,2,0,,,1,184
6102484,Perfect located 2 bedroom apartment,31661679,Werner,,De Pijp - Rivierenbuurt,52.3516934,4.893944651,Entire home/apt,175,1,14,28/02/2017,0.61,1,0
11582455,Lovely 3 floor house in Pijp area,61229635,Reinier,,De Pijp - Rivierenbuurt,52.35638782,4.902029912,Entire home/apt,120,3,5,17/06/2016,0.49,1,4
14088463,Spacious house near the canals of Amsterdam!,75206611,Milan & Koen,,De Pijp - Rivierenbuurt,52.34373551,4.904285663,Entire home/apt,145,1,7,19/08/2016,0.85,13,0
11691892,Trendy District Apartment,48703385,Tillan,,De Pijp - Rivierenbuurt,52.35185655,4.888661183,Entire home/apt,400,2,12,24/06/2016,0.97,91,210
14022993,Bright apartment with an amazing view!,83910505,Luc,,De Pijp - Rivierenbuurt,52.34749907,4.892450887,Entire home/apt,250,2,0,,,1,0
4616816,Family apartment in De Pijp ,23917371,Roman,,De Pijp - Rivierenbuurt,52.35364133,4.904810282,Entire home/apt,150,2,27,16/10/2016,1.04,1,140
13163462,Lovely apartment in trendy area of Amsterdam!,45115094,Imke,,De Pijp - Rivierenbuurt,52.35499148,4.899683005,Entire home/apt,120,2,1,16/07/2016,0.11,1,0
7300921,Lovely apartment with garden in 'the Pijp',38241856,Catharina,,De Pijp - Rivierenbuurt,52.35174457,4.902498363,Entire home/apt,100,5,5,01/01/2017,0.33,1,68
17229616,Great and affordable apartment near de Pijp,11073982,Niels,,De Pijp - Rivierenbuurt,52.34295697,4.898058849,Entire home/apt,59,14,0,,,1,60
1942156,Cozy room incl. good breakfast and roof terrace,10009103,Charlotte,,De Pijp - Rivierenbuurt,52.3533078,4.88997668,Private room,79,2,178,28/03/2017,4.49,2,134
3958534,Large apartment in Amsterdam center,20515456,Dennis,,De Pijp - Rivierenbuurt,52.35155122,4.891917954,Entire home/apt,175,1,90,26/03/2017,2.94,1,91
9590854,Lovely Private room 'de Pijp' area,26994697,Flo,,De Pijp - Rivierenbuurt,52.35150102,4.889064952,Private room,120,2,7,07/05/2016,0.43,1,345
14210563,Spacious apartment near the Amsterdam Rai,86272777,Wolbrand,,De Pijp - Rivierenbuurt,52.34531609,4.891994739,Entire home/apt,180,2,1,24/10/2016,0.19,1,0
8024676,Apartment at Albert Cuyp Market,38327559,Bernard,,De Pijp - Rivierenbuurt,52.35446324,4.889521109,Entire home/apt,120,1,22,25/09/2016,1.14,1,39
11347669,Cosy room with double bed & lounge,53005025,Haenk,,De Pijp - Rivierenbuurt,52.34600148,4.892913571,Private room,75,1,9,26/02/2017,0.72,2,0
1366080,Large (120 m) family house,7414191,Hans,,De Pijp - Rivierenbuurt,52.34155293,4.902514855,Entire home/apt,95,2,13,19/10/2016,0.29,1,231
3923236,"De Pijp, city center 27m2 apartment",20322584,Alies,,De Pijp - Rivierenbuurt,52.35508906,4.901633269,Entire home/apt,115,2,40,26/03/2017,1.28,1,124
449835,PIJP Area: Stylish & comfortable apartment,2146510,Linde,,De Pijp - Rivierenbuurt,52.35538112,4.902081056,Entire home/apt,200,2,24,12/03/2017,0.43,1,112
17527388,Full apartment in Amsterdam - South,27006483,Nik,,De Pijp - Rivierenbuurt,52.34753855,4.908881188,Entire home/apt,100,2,2,29/03/2017,2,1,3
16607008,Sunny renovated spacious apartment with great view,18209359,Merel,,De Pijp - Rivierenbuurt,52.3467654,4.909907055,Entire home/apt,100,3,0,,,1,0
13947692,Beautiful spacious apartment + garden in Amsterdam,70869827,Nikki,,De Pijp - Rivierenbuurt,52.34425184,4.910389646,Entire home/apt,160,3,22,02/04/2017,2.6,1,0
3207755,Spacious apartment in a cosy area,16252420,Sebastiaan,,De Pijp - Rivierenbuurt,52.3471909,4.892344094,Entire home/apt,120,4,0,,,1,0
16901901,Cosy Appartment,112809569,Melanie,,De Pijp - Rivierenbuurt,52.34244562,4.896915177,Entire home/apt,95,1,1,27/01/2017,0.45,1,72
10244604,Comfy and cosy apartment,33887588,Marc,,De Pijp - Rivierenbuurt,52.3527438,4.895979079,Entire home/apt,99,3,23,13/03/2017,1.51,1,0
3800606,Spacious 2 bedroom family apartment,3484432,Menno,,De Pijp - Rivierenbuurt,52.34397432,4.89785243,Entire home/apt,150,3,3,02/01/2016,0.1,1,0
11328772,"Basic, nice and clean in ""de pijp""",47092412,Julia,,De Pijp - Rivierenbuurt,52.35655765,4.888105783,Entire home/apt,110,2,47,02/04/2017,3.52,1,6
11536178,3 E's Trendy Boutique Apartment,60858843,Esther,,De Pijp - Rivierenbuurt,52.35253057,4.891188337,Entire home/apt,159,3,11,17/07/2016,0.83,1,0
5799439,Luxurious spacious room with shower,10726948,Sarah,,De Pijp - Rivierenbuurt,52.34950226,4.908431524,Private room,85,2,2,01/09/2015,0.1,9,91
13122984,Private room in the centre of the 'Pijp' Amsterdam,30705126,Noor,,De Pijp - Rivierenbuurt,52.35331909,4.892861336,Private room,65,1,2,10/07/2016,0.22,1,0
11834625,Minimalistic and light apartment,24891906,Karmen,,De Pijp - Rivierenbuurt,52.34472537,4.908139915,Entire home/apt,120,1,2,17/04/2016,0.17,1,0
15397352,Large apartment with garden,3929672,Elsy,,De Pijp - Rivierenbuurt,52.34877749,4.904835542,Entire home/apt,99,2,3,16/01/2017,1,1,251
14479851,Light spacious trendy apartment with sunny garden,26088936,Isabelle,,De Pijp - Rivierenbuurt,52.34446374,4.898954534,Entire home/apt,155,4,2,02/10/2016,0.3,1,17
16186884,Bright 2 floor apartment in De Pijp,25807563,Julia,,De Pijp - Rivierenbuurt,52.35480738,4.90548605,Entire home/apt,135,1,19,18/03/2017,5.38,1,0
2090727,"Cozy app. in Amsterdam, de Pijp",10670531,Wouter,,De Pijp - Rivierenbuurt,52.3534031,4.891774514,Entire home/apt,110,1,33,30/10/2016,0.92,1,60
2932598,Cozy apartment in,11424173,Tom,,De Pijp - Rivierenbuurt,52.35085629,4.894014726,Entire home/apt,115,2,60,09/10/2016,1.7,1,152
7854067,Comfortable private studio 27m2 in Pijp area!,6870134,Patrick,,De Pijp - Rivierenbuurt,52.35555706,4.898290688,Private room,115,3,109,20/03/2017,5.63,2,70
15364579,"Apartment in ""de Pijp""",19247187,Saskia,,De Pijp - Rivierenbuurt,52.35249936,4.904871719,Entire home/apt,125,2,1,22/10/2016,0.18,1,0
7044578,2 person bedroom near Amstel River,19573034,Ivor,,De Pijp - Rivierenbuurt,52.34768728,4.907355503,Private room,100,1,2,28/07/2015,0.1,1,343
7123774,Large room in nice district of Amsterdam,20251406,Nils,,De Pijp - Rivierenbuurt,52.35261615,4.904673735,Private room,50,2,1,27/07/2016,0.12,1,0
15826391,Nice apartment in quite area close to Amstel River,102467864,Mara,,De Pijp - Rivierenbuurt,52.35079074,4.906996853,Entire home/apt,100,2,3,30/11/2016,0.64,1,0
15004105,lovely room,90265972,Bas,,De Pijp - Rivierenbuurt,52.34456027,4.90512489,Private room,45,1,19,02/04/2017,2.82,6,7
3341765,Beautiful Studio in AMS de Pijp!,16866316,Jorrit,,De Pijp - Rivierenbuurt,52.35583002,4.889608743,Entire home/apt,79,7,16,03/01/2017,0.48,1,4
13368768,Spacious apartment (80m2) in lovely Amsterdam,75900230,Freek,,De Pijp - Rivierenbuurt,52.34659215,4.898681239,Entire home/apt,78,5,0,,,1,0
7033173,Lovely Renovated Spacious apartment Albert Cuyp,36872336,Annelie,,De Pijp - Rivierenbuurt,52.35044026,4.888218758,Entire home/apt,180,1,8,06/06/2016,0.38,1,0
14941588,Central charming studio apartment!,46316194,Lotte,,De Pijp - Rivierenbuurt,52.35550126,4.892105627,Entire home/apt,84,1,6,12/02/2017,0.9,1,0
742849,"Bright, cozy apt. in lively De Pijp",3889835,Diederik,,De Pijp - Rivierenbuurt,52.35472991,4.89863045,Entire home/apt,130,3,23,31/10/2016,0.43,1,91
13720817,Great Studio/loft 45m2 Downtown/Museum area!,45928436,Marcya & Marcya,,De Pijp - Rivierenbuurt,52.35740996,4.888608698,Private room,125,2,6,17/07/2016,0.65,2,18
5628141,Cosy central apartment @ the Pijp!,29168107,Kim,,De Pijp - Rivierenbuurt,52.35516681,4.893396014,Entire home/apt,99,3,16,04/01/2017,0.65,1,0
14325349,1-bedroom apt in Amsterdam-Zuid/RAI,7380605,Nicolette,,De Pijp - Rivierenbuurt,52.34640853,4.88850166,Entire home/apt,110,4,1,02/01/2017,0.33,1,22
12057965,Appartment with rooftop terrace!,30711507,Eline,,De Pijp - Rivierenbuurt,52.35012553,4.889639044,Entire home/apt,210,2,2,05/06/2016,0.18,1,0
14439655,Private room 20m2. De pijp (15minutes from centre),46765026,Fatima,,De Pijp - Rivierenbuurt,52.350279,4.895549308,Private room,95,1,6,01/01/2017,0.89,1,357
11690211,Bohemian dream in Soho of Amsterdam(prefermonthly),62109724,Wen,,De Pijp - Rivierenbuurt,52.35221184,4.890116892,Entire home/apt,90,4,13,20/02/2017,1.04,1,281
6934089,NEW: Cosy apartment with big garden,10783298,Maarten,,De Pijp - Rivierenbuurt,52.34878617,4.887610273,Entire home/apt,125,4,3,18/09/2016,0.15,1,19
3920205,Lovely apartment in Center south!,7594884,Duco & Lindy,,De Pijp - Rivierenbuurt,52.35075964,4.888658706,Entire home/apt,99,3,14,08/08/2016,0.45,28,0
11597499,In Pijp with large sunny terrace,61230478,Arnold,,De Pijp - Rivierenbuurt,52.35749254,4.902710421,Entire home/apt,150,2,22,15/03/2017,2.01,1,0
1134916,Light & spacious apartment de Pijp,6225831,Marcel,,De Pijp - Rivierenbuurt,52.35343331,4.896305217,Entire home/apt,119,2,21,30/12/2016,0.45,1,91
1146192,"Beautiful, large apt near de Pijp",3014599,Nina,,De Pijp - Rivierenbuurt,52.34502338,4.899144055,Entire home/apt,95,2,4,03/01/2017,0.09,1,0
4289398,Lux Light & Cosy Apartment near RAI,6333496,Angela,,De Pijp - Rivierenbuurt,52.34829562,4.886997471,Entire home/apt,300,5,0,,,1,0
10981030,Nice spacious apartment with garden,5616462,Sonja,,De Pijp - Rivierenbuurt,52.34882064,4.906165918,Entire home/apt,150,2,3,08/08/2016,0.27,1,0
16340971,EXTRAORDINARY A'dam apt. with FAB balcony!,84453740,Zander,,De Pijp - Rivierenbuurt,52.35785414,4.903221528,Entire home/apt,79,2,5,20/01/2017,1.69,31,0
13758852,Great spacious apartment with balcony,80660107,Magali,,De Pijp - Rivierenbuurt,52.34508604,4.90412115,Entire home/apt,162,1,9,12/02/2017,1.07,1,87
17366313,Great area! Cozy appartment!,81848103,Nikaya,,De Pijp - Rivierenbuurt,52.34663678,4.897420756,Private room,85,1,0,,,2,165
4586666,Spacious apartment on the Amstel,11689647,Suzanne,,De Pijp - Rivierenbuurt,52.34621519,4.910048995,Entire home/apt,150,2,7,28/06/2016,0.3,1,0
17854840,Light and sunny apartment in Amsterdam,6717138,Marije,,De Pijp - Rivierenbuurt,52.34334422,4.909696583,Entire home/apt,120,2,0,,,1,149
3725848,130 m2 app. close to RAI exh centre,17536903,Hans,,De Pijp - Rivierenbuurt,52.34536727,4.903801576,Entire home/apt,198,2,22,11/02/2017,0.71,1,91
5923999,Light houseboat central Amsterdam,4088080,Wendelien,,De Pijp - Rivierenbuurt,52.3538785,4.90539377,Entire home/apt,225,3,1,05/05/2015,0.04,1,48
17520043,Cosy modern Appartment in de Pijp,44833543,Emile,,De Pijp - Rivierenbuurt,52.35400172,4.8904028,Entire home/apt,220,2,1,12/03/2017,1,2,13
12221842,"Design appartement, near RAI, near Station",41285288,Mark,,De Pijp - Rivierenbuurt,52.34355676,4.902428675,Entire home/apt,96,3,7,20/11/2016,1.15,1,0
7393313,"Amazing Area, Stylish Apartment",5889663,Tim,,De Pijp - Rivierenbuurt,52.35562172,4.893778987,Private room,105,3,3,03/10/2016,0.15,2,0
15656359,120m2 Penthouse with rooftop next to Rai Amsterdam,14874061,Jasper,,De Pijp - Rivierenbuurt,52.34502058,4.893838945,Entire home/apt,150,2,0,,,14,0
14148546,Bright and spacious apartment near the city center,85462143,Sophie,,De Pijp - Rivierenbuurt,52.34912073,4.895891347,Entire home/apt,150,2,3,15/08/2016,0.38,1,0
16907665,Spacious appartment in 'de Rivierenbuurt'Amsterdam,5142098,Susan,,De Pijp - Rivierenbuurt,52.34689797,4.896423251,Entire home/apt,150,2,2,12/03/2017,2,1,2
12123226,Great Family home @ lovely spot,31639736,Dorine,,De Pijp - Rivierenbuurt,52.33811882,4.895323918,Entire home/apt,150,2,1,07/08/2016,0.13,1,0
15432778,"Central, cosy, clean and comfortable room.",97930014,Maria,,De Pijp - Rivierenbuurt,52.35433886,4.893123334,Private room,60,2,28,31/03/2017,5,2,144
14833055,Ela's place,14114810,Ela,,De Pijp - Rivierenbuurt,52.34762569,4.893767883,Entire home/apt,200,3,1,24/10/2016,0.19,1,60
17690958,Central | Clean | Modern Studio w/ WiFi @ De Pijp,49154714,Reiner,,De Pijp - Rivierenbuurt,52.35637605,4.891302699,Entire home/apt,109,5,0,,,3,37
16284709,Nice Apartment with Garden,106521091,Jen,,De Pijp - Rivierenbuurt,52.34223019,4.902578153,Entire home/apt,148,2,3,08/03/2017,0.98,1,41
16277689,Lovely apartment - PIJP,106467757,Bob,,De Pijp - Rivierenbuurt,52.35659678,4.900502715,Entire home/apt,130,2,5,10/02/2017,1.65,1,10
14515228,Cosy typical Amsterdam apartment,11288209,Frits,,De Pijp - Rivierenbuurt,52.34273728,4.906258847,Entire home/apt,90,3,1,19/10/2016,0.18,1,5
11403250,"Apartment near the Amstel, possibly with annex.",23979120,Marion,,De Pijp - Rivierenbuurt,52.34510127,4.912086695,Entire home/apt,120,3,15,25/03/2017,1.24,1,3
5370916,Beautiful flat in the Pijp district,27839947,Marilyn,,De Pijp - Rivierenbuurt,52.35756304,4.894693983,Entire home/apt,84,3,6,14/06/2016,0.24,1,0
6255649,Lovely space with garden in Pijp,16206310,Emilie,,De Pijp - Rivierenbuurt,52.35714542,4.887483171,Entire home/apt,120,4,10,13/02/2017,0.9,1,0
15831277,"Private Room in Beautiful, Renovated Apartment",13697124,Kyle,,De Pijp - Rivierenbuurt,52.35528876,4.901186128,Private room,80,2,4,24/11/2016,0.84,1,0
13008870,Charming apartment in De Pijp (near City Centre),29639822,Liselotte,,De Pijp - Rivierenbuurt,52.35738452,4.89538945,Entire home/apt,130,3,6,19/02/2017,0.57,1,4
13886811,Spacious appartment with rooftop terrace,7852566,Elisabeth,,De Pijp - Rivierenbuurt,52.34214887,4.911762965,Entire home/apt,120,3,0,,,1,0
8278300,"Luxury, spacious, Amstel view!",43652418,Debbie,,De Pijp - Rivierenbuurt,52.34731348,4.910116515,Entire home/apt,140,5,8,19/08/2016,0.58,1,326
15290649,Authentic Houseboat at the Amstel,97341806,Henriette,,De Pijp - Rivierenbuurt,52.35677449,4.904744338,Entire home/apt,295,2,11,19/03/2017,1.88,1,94
6225694,Trendy City Apartment in 'De Pijp',16060112,Roderick,,De Pijp - Rivierenbuurt,52.35450636,4.902423496,Entire home/apt,109,1,8,12/06/2016,0.43,1,0
10593646,Lovely appartment in Amsterdam,13354749,Fleur,,De Pijp - Rivierenbuurt,52.35011879,4.888595658,Entire home/apt,113,3,3,12/03/2017,0.42,1,2
1113862,Great spacious apartment (De Pijp),6113063,Geraldien,,De Pijp - Rivierenbuurt,52.35120423,4.895086073,Entire home/apt,95,5,6,01/01/2017,0.4,1,0
12149817,"Stylish, Cozy & Happy Apartment in De Pijp",27701012,Andra,,De Pijp - Rivierenbuurt,52.35392639,4.90329632,Entire home/apt,200,2,11,02/01/2017,1.27,1,29
7786773,Big family home,10726948,Sarah,,De Pijp - Rivierenbuurt,52.34627764,4.908685236,Entire home/apt,225,1,1,23/08/2015,0.05,9,338
327285,beautiful designed ap.+bikes+garden,1672823,Ester,,De Pijp - Rivierenbuurt,52.35550376,4.892146297,Private room,190,2,420,29/03/2017,6.82,2,182
647264,Boutique B&B in De Pijp/MuseumQuarter,1909580,Bart & Sharon,,De Pijp - Rivierenbuurt,52.35807799,4.89074829,Private room,129,3,168,06/01/2017,4,1,0
3178221,Mobile internet hotspot - illy coffee - NETFLIX,15840711,Theo,,De Pijp - Rivierenbuurt,52.35552239,4.896647377,Entire home/apt,99,2,30,02/04/2017,0.88,1,4
14996718,Modern and cozy apartment in 'de Pijp',7406657,Lara,,De Pijp - Rivierenbuurt,52.35448614,4.887183499,Entire home/apt,120,2,3,04/11/2016,0.56,1,10
14414831,"Apartment w garden, great location",88681361,Sisi,,De Pijp - Rivierenbuurt,52.35041569,4.895858292,Entire home/apt,125,2,8,02/04/2017,1.36,1,1
9502437,Mondriaan Canal Studio,48703385,Tillan,,De Pijp - Rivierenbuurt,52.35535095,4.88792828,Entire home/apt,170,2,13,25/11/2016,0.86,91,0
5001395,Cool & rustic 'The Pijp' apartment with garden,12494026,Marloes,,De Pijp - Rivierenbuurt,52.35075042,4.901662169,Entire home/apt,135,2,17,12/10/2016,0.65,1,0
2259650,Cosy appartement with garden!,8809927,Eveline,,De Pijp - Rivierenbuurt,52.34991823,4.887942857,Entire home/apt,110,2,0,,,1,0
8316193,Luxuriously renovated light and central apartment,28247053,Rens,,De Pijp - Rivierenbuurt,52.35304163,4.903386711,Entire home/apt,105,2,15,26/03/2017,0.81,1,86
17519833,"Apartment in ""Pijp"" area",50844021,Maham,,De Pijp - Rivierenbuurt,52.3516741,4.904417968,Entire home/apt,92,3,2,28/03/2017,2,1,0
3573440,Light apartment with canal view,14618189,Maurits,,De Pijp - Rivierenbuurt,52.34900744,4.887158594,Entire home/apt,108,4,14,30/12/2016,1.55,1,0
1779876,Amstel 1-Bedroom Apartment,9302267,Short Stay Group,,De Pijp - Rivierenbuurt,52.34692486,4.910385447,Entire home/apt,103,7,1,03/12/2013,0.02,18,336
5789044,Lovely apartment central Amsterdam,30035831,Fé,,De Pijp - Rivierenbuurt,52.34824611,4.910125011,Entire home/apt,160,2,3,07/12/2016,0.14,1,273
11648499,Comfortable private studio 28m2 in Pijp area!,6870134,Patrick,,De Pijp - Rivierenbuurt,52.35696222,4.898734773,Private room,115,3,62,29/03/2017,5.14,2,4
12415931,"New ground floor, canal view studio",67148804,Lily,,De Pijp - Rivierenbuurt,52.34878769,4.899386633,Entire home/apt,100,2,45,12/03/2017,4.18,1,0
779297,Lovely apartment near city centre,4109239,Sevgi,,De Pijp - Rivierenbuurt,52.35484148,4.905339464,Entire home/apt,170,4,8,02/01/2017,0.19,1,0
14436730,COZY  apt. for couples located in old south area!,84453740,Zander,,De Pijp - Rivierenbuurt,52.34544043,4.910895551,Entire home/apt,79,2,9,27/11/2016,1.48,31,0
7088751,Fantastic and central apartment,37154997,Wijnand,,De Pijp - Rivierenbuurt,52.35272981,4.89960564,Entire home/apt,120,4,8,13/11/2016,0.39,3,8
12997843,Bright 2 bedroom apartment with balcony,14788374,Jan,,De Pijp - Rivierenbuurt,52.34163476,4.907463945,Entire home/apt,120,2,2,19/03/2017,0.23,1,0
16503047,Spacious room in Rivierenbuurt/Zuid,34067751,Luca,,De Pijp - Rivierenbuurt,52.34414675,4.892567529,Private room,56,1,2,23/01/2017,0.74,1,0
1299652,Great central apartment with garden in Pijp,3573065,Paul,,De Pijp - Rivierenbuurt,52.35581001,4.889313275,Entire home/apt,135,2,31,22/03/2017,0.68,1,60
16377449,Quite and cosy attic by the Amstel,107271531,Manfredi,,De Pijp - Rivierenbuurt,52.35667971,4.899829142,Private room,70,2,4,28/02/2017,2.14,1,50
16318081,"Charming, spacious and great location",18428254,Ianthe,,De Pijp - Rivierenbuurt,52.34897838,4.895733377,Entire home/apt,150,1,5,19/03/2017,1.6,1,0
3178084,Family home garden/canal/centre/RAI,16116291,Stijn,,De Pijp - Rivierenbuurt,52.34528137,4.891182267,Entire home/apt,169,5,8,08/05/2016,0.24,1,8
15508370,Excellent appartement Amsterdam de Pijp,45374073,Luuk,,De Pijp - Rivierenbuurt,52.35343772,4.90261487,Entire home/apt,150,1,2,12/11/2016,0.36,1,24
4472761,NEW! Cozy appartment  with garden! ,3545120,Dorien,,De Pijp - Rivierenbuurt,52.35380293,4.900093137,Entire home/apt,130,2,11,26/03/2017,0.42,1,0
12575776,Spacious room at a top location!,68197592,Bob,,De Pijp - Rivierenbuurt,52.35574788,4.891324196,Private room,59,2,10,22/08/2016,0.87,1,0
